ome	zstar	zpr	zppr	zstarFi	zprFi	zpprFi	zprS	zpprS	zC
813.7938049946598	33.5376588677635	32.21641181756506	9.320803180602512	33.07971698280407	32.32186578477049	7.040217883964884	32.26040437373862	6.918306470476535	(32.26040437373862+6.918306470476535j)
751.1948693390428	32.976761567303086	31.81001341677487	8.69424234142117	32.54707240636534	31.87158620365799	6.596507794885541	31.81146588652708	6.518687650128392	(31.81146588652708+6.518687650128392j)
697.5385608035648	32.48995808485146	31.448736913982373	8.159308970159621	32.078582232880656	31.476387735782858	6.186473403995609	31.41013509676833	6.157245438432409	(31.41013509676833+6.157245438432409j)
651.0363685191368	32.063808470250024	31.12496346039093	7.702237545428377	31.661976751887483	31.125130618460986	5.805774351523303	31.060981586779683	5.838842484613959	(31.060981586779683+5.838842484613959j)
610.3469059226542	31.687985873811876	30.832750785369154	7.31231343325892	31.287915264091943	30.809399078740874	5.451107225131296	30.74505790225264	5.551235606321572	(30.74505790225264+5.551235606321572j)
542.531042948114	31.054060553491112	30.325338789979767	6.687937210593506	30.701775965464197	30.278755297336083	5.078978743566172	30.207434483256943	5.062778887189342	(30.207434483256943+5.062778887189342j)
488.27826978595124	30.53692029286836	29.898415278909027	6.211945329998859	30.210260491785423	29.83566728280163	4.742657142519536	29.7596081365665	4.667090895110884	(29.7596081365665+4.667090895110884j)
443.88958246636173	30.10406107409911	29.532651669830713	5.837549014914949	29.788281007614046	29.456191767472074	4.435589244563818	29.383290222885776	4.345985253091988	(29.383290222885776+4.345985253091988j)
406.89897207147203	29.73312109681026	29.21445920918449	5.5293637312514585	29.419617485301025	29.12495653214147	4.153408236894086	29.061157127376443	4.081064522325307	(29.061157127376443+4.081064522325307j)
375.5991980957123	29.409146571595443	28.934094292957308	5.2646072518127385	29.093376388755917	28.83173126738285	3.8930478835018576	28.775583569288624	3.8509967394783082	(28.775583569288624+3.8509967394783082j)
348.77080090854815	29.12186303105018	28.68443895406338	5.028505572221082	28.801946276943145	28.569445800721088	3.652242595937374	28.5171524956823	3.643500721367717	(28.5171524956823+3.643500721367717j)
325.51950879106147	28.864148844152474	28.460202044321065	4.812066925325511	28.539791937112287	28.333020461893735	3.42923830020172	28.291336602816237	3.4603294873407764	(28.291336602816237+3.4603294873407764j)
305.17461710122285	28.630835373165862	28.25733553015813	4.609525236007329	28.30273141802076	28.118664929443483	3.222621340819377	28.086132491661296	3.29584752551298	(28.086132491661296+3.29584752551298j)
271.2664412894652	28.223664832130087	27.903931742101477	4.236254228508747	27.93112904594888	27.767998258941414	3.014339475386866	27.735967586290993	3.0176306116482006	(27.735967586290993+3.0176306116482006j)
244.1398799442142	27.880199041971455	27.606205637456828	3.8990907815018665	27.620491714115868	27.475510304391463	2.8262866172456698	27.445728308535678	2.795242962356084	(27.445728308535678+2.795242962356084j)
221.9454069785186	27.587304141727124	27.35205371042419	3.5950671245784678	27.357543001885404	27.228339261733677	2.655692028067526	27.203401974155646	2.61693265889003	(27.203401974155646+2.61693265889003j)
203.45000343321894	27.33588450867573	27.13301756260453	3.3241449756368895	27.13251749243134	27.017051286819715	2.500489000664826	26.998038960051232	2.4718306531950995	(26.998038960051232+2.4718306531950995j)
187.80003990750862	27.118959504780683	26.942831747394077	3.085738494031587	26.938006348749393	26.834508931708147	2.359092291399016	26.819609773057174	2.3485057157311067	(26.819609773057174+2.3485057157311067j)
